silence_start,silence_end,token_text,token_start,token_end,onset_error_sec
513.506438,513.925813,The,513.949,514.03,0.023187000000007174
515.2975,515.701937,Every,515.741,516.022,0.039062999999941894
520.402375,520.78975,Nobody,520.821,521.121,0.03125
522.145562,522.416125,losing,522.465,522.846,0.04887500000006639
524.127313,524.545938,The,524.511,524.592,-0.034938000000011016
526.967625,527.405125,It,527.451,527.511,0.04587500000002365
527.505813,527.86275,also,527.913,528.174,0.05025000000000546
532.596813,532.970125,A,533.011,533.031,0.04087499999991451
543.255813,543.6835,It’s,543.712,543.833,0.028500000000008185
548.498438,548.897312,The,548.871,548.951,-0.026312000000075386
551.62975,551.889375,when,551.884,552.004,-0.005374999999958163
553.240375,553.614125,The,553.59,553.65,-0.02412499999991269
560.148875,560.554438,What,560.582,560.763,0.027561999999988984
560.739937,561.034188,makes,561.125,561.407,0.09081200000002809
566.336688,566.613375,Navigation,566.63,567.231,0.016624999999976353
572.640562,573.046687,Time,573.04,573.321,-0.006687000000056287
573.904937,574.242562,operationally,574.322,575.083,0.07943799999998191
575.93375,576.54375,vessels,576.606,577.006,0.06224999999994907
581.711375,582.052375,and,582.134,582.254,0.08162500000003092
586.092688,586.486,Crew,586.46,586.721,-0.025999999999953616
593.67675,594.083062,Communication,594.06,594.742,-0.023062000000095395
595.0275,595.3005,anything,595.344,595.705,0.04349999999999454
597.63825,598.040062,Supply,598.09,598.511,0.04993799999999737
609.0495,609.43475,The,609.421,609.501,-0.013749999999959073
615.096188,615.53425,does,615.504,615.765,-0.030250000000023647
616.747125,617.121313,A,617.171,617.191,0.04968700000006265
624.496062,624.880937,The,624.86,624.941,-0.020937000000003536
629.064313,629.450125,Pocket,629.43,629.811,-0.020125000000007276
630.8155,631.099375,isolated,631.214,631.735,0.11462500000004638
634.28575,634.684438,Dorn,634.661,635.003,-0.02343800000005558
638.101063,638.485625,Corridors,638.461,638.964,-0.024625000000014552
641.757563,642.168437,That,642.141,642.261,-0.027437000000077205
646.52725,646.913937,The,646.921,647.001,0.007063000000016473
651.925375,652.331375,No,652.381,652.481,0.049624999999991815
657.571188,657.960938,The,657.941,658.021,-0.019938000000024658
659.718125,659.980063,going,660.009,660.37,0.028937000000041735
662.802,663.1705,The,663.16,663.241,-0.010499999999979082
671.50075,671.93725,You,671.942,672.063,0.004750000000058208
673.767875,674.1995,You,674.203,674.304,0.003500000000030923
675.378688,675.8235,You,675.841,675.941,0.017500000000040927
677.695312,678.097875,Staying,678.151,678.493,0.05312499999990905
683.321125,683.754312,Some,683.791,683.932,0.03668800000002648
685.541687,685.89925,These,685.921,686.182,0.02174999999999727
690.419813,690.737313,anyone.,690.778,691.199,0.0406870000000481
691.213875,691.580125,The,691.601,691.701,0.020875000000046384
697.36125,697.74025,The,697.721,697.801,-0.019249999999942702
700.201688,700.75075,the,700.734,700.814,-0.01675000000000182
702.034,702.464438,Usually,702.542,702.845,0.0775620000000572
703.305187,703.68775,The,703.672,703.753,-0.015750000000025466
705.076375,705.452875,The,705.433,705.494,-0.019874999999956344
706.321875,706.785813,Somebody,706.812,707.095,0.02618700000004992
